Datetime,Return,Predictions
2024-07-16 21:30:00+00:00,-0.04,-0.033209115847192994
2024-07-16 21:45:00+00:00,-0.03,-0.033209115847192994
2024-07-16 22:00:00+00:00,-0.05,-0.033209115847192994
2024-07-16 22:15:00+00:00,-0.04,-0.0337863977894223
2024-07-16 22:30:00+00:00,-0.07,-0.033409782177604555
2024-07-16 22:45:00+00:00,-0.04,-0.02289083508646192
2024-07-16 23:00:00+00:00,-0.02,-0.02289083508646192
2024-07-16 23:15:00+00:00,-0.04,-0.02289083508646192
2024-07-16 23:30:00+00:00,0.0,0.03251673730537174
2024-07-16 23:45:00+00:00,-0.01,-0.02289083508646192
2024-07-17 00:00:00+00:00,0.0,0.03197803423850396
2024-07-17 00:15:00+00:00,-0.02,-0.02792393895536427
2024-07-17 00:30:00+00:00,0.0,0.026563799807116727
2024-07-17 00:45:00+00:00,-0.04,-0.033209115847192994
2024-07-17 01:00:00+00:00,0.0,-0.032973553361630506
2024-07-17 01:15:00+00:00,0.01,-0.032342826077650454
2024-07-17 01:30:00+00:00,-0.04,-0.027981900430977986
2024-07-17 01:45:00+00:00,-0.06,-0.024433641032716988
2024-07-17 02:00:00+00:00,-0.1,0.028408918539743845
2024-07-17 02:15:00+00:00,0.03,-0.026146195433467176
2024-07-17 02:30:00+00:00,0.02,0.047285858707053735
2024-07-17 02:45:00+00:00,-0.08,0.16353486993884173
2024-07-17 03:00:00+00:00,-0.01,0.1719973298455338
2024-07-17 03:15:00+00:00,-0.02,0.16419615664102416
2024-07-17 03:30:00+00:00,-0.1,0.03111678470452834
2024-07-17 03:45:00+00:00,-0.1,-0.02983780237818521
2024-07-17 04:00:00+00:00,-0.04,-0.02983780237818521
2024-07-17 04:15:00+00:00,-0.0,-0.02983780237818521
2024-07-17 04:30:00+00:00,0.11,-0.02983780237818521
2024-07-17 04:45:00+00:00,0.0,-0.02983780237818521
2024-07-17 05:00:00+00:00,-0.03,-0.02983780237818521
2024-07-17 05:15:00+00:00,0.04,-0.02983780237818521
2024-07-17 05:30:00+00:00,-0.0,-0.02983780237818521
2024-07-17 05:45:00+00:00,0.02,-0.02983780237818521
2024-07-17 06:00:00+00:00,0.0,-0.02983780237818521
2024-07-17 06:15:00+00:00,-0.02,-0.02983780237818521
2024-07-17 06:30:00+00:00,-0.09,-0.02983780237818521
2024-07-17 06:45:00+00:00,-0.1,-0.02983780237818521
2024-07-17 07:00:00+00:00,-0.06,-0.02104609994261152
2024-07-17 07:15:00+00:00,0.01,-0.02104609994261152
2024-07-17 07:30:00+00:00,0.05,-0.02104609994261152
2024-07-17 07:45:00+00:00,0.03,-0.02983780237818521
2024-07-17 08:00:00+00:00,-0.01,-0.02983780237818521
2024-07-17 08:15:00+00:00,-0.06,-0.02983780237818521
2024-07-17 08:30:00+00:00,-0.04,-0.02983780237818521
2024-07-17 08:45:00+00:00,0.0,-0.02983780237818521
2024-07-17 09:00:00+00:00,-0.07,-0.02983780237818521
2024-07-17 09:15:00+00:00,0.11,-0.02104609994261152
2024-07-17 09:30:00+00:00,0.07,-0.02983780237818521
2024-07-17 09:45:00+00:00,-0.1,-0.02983780237818521
2024-07-17 10:00:00+00:00,-0.03,-0.02983780237818521
2024-07-17 10:15:00+00:00,0.03,-0.02983780237818521
2024-07-17 10:30:00+00:00,-0.1,-0.02983780237818521
2024-07-17 10:45:00+00:00,-0.0,-0.02983780237818521
2024-07-17 11:00:00+00:00,0.07,-0.02104609994261152
2024-07-17 11:15:00+00:00,-0.07,-0.02983780237818521
2024-07-17 11:30:00+00:00,0.03,-0.02983780237818521
2024-07-17 11:45:00+00:00,-0.1,-0.02983780237818521
2024-07-17 12:00:00+00:00,-0.0,-0.02104609994261152
2024-07-17 12:15:00+00:00,-0.03,-0.02104609994261152
2024-07-17 12:30:00+00:00,0.15,-0.02104609994261152
2024-07-17 12:45:00+00:00,-0.1,-0.02983780237818521
2024-07-17 13:00:00+00:00,0.1,-0.02983780237818521
2024-07-17 13:15:00+00:00,0.02,-0.02983780237818521
2024-07-17 13:30:00+00:00,-0.03,-0.02983780237818521
2024-07-17 13:45:00+00:00,0.01,-0.02983780237818521
2024-07-17 14:00:00+00:00,0.12,-0.02983780237818521
2024-07-17 14:15:00+00:00,-0.04,-0.02983780237818521
2024-07-17 14:30:00+00:00,-0.07,-0.027118720365137676
2024-07-17 14:45:00+00:00,0.03,0.3086739271828267
2024-07-17 15:00:00+00:00,0.08,0.3311021997583064
2024-07-17 15:15:00+00:00,-0.1,0.16419615664102416
2024-07-17 15:30:00+00:00,-0.06,0.14313650893919344
2024-07-17 15:45:00+00:00,0.03,0.14463923281710533
2024-07-17 16:00:00+00:00,0.04,0.14635160286579596
2024-07-17 16:15:00+00:00,0.0,0.14292241171945744
2024-07-17 16:30:00+00:00,0.04,0.14292241171945744
2024-07-17 16:45:00+00:00,0.07,0.1719973298455338
2024-07-17 18:00:00+00:00,0.02,0.21078812242911218
2024-07-17 18:15:00+00:00,-0.0,0.1431326430239478
2024-07-17 18:30:00+00:00,0.03,0.057367710571633417
2024-07-17 18:45:00+00:00,-0.02,0.018025442886456026
2024-07-17 19:00:00+00:00,0.0,-0.011053457784416982
2024-07-17 19:15:00+00:00,0.01,-0.026187147814419557
2024-07-17 19:30:00+00:00,-0.01,0.03671100525758038
